Wahlkreis;Wahlkreis-Bez;Land;Regierungsbezirk;Kreis;Verbandsgemeinde;Gemeinde;Landname;RegBez-Name;Kreisname;GemVerband-Name;Gemeindename;Gemeindeteil;Wahlkreis-von;Wahlkreis-bis;PLZ-GemVerwaltung;PLZ-mehrere
2;Nordfriesland – Dithmarschen Nord;1;0;51;5178;127;Schleswig-Holstein;;Dithmarschen;Amt Büsum-Wesselburen;Wesselburen, Stadt;;;;25764;
2;Nordfriesland – Dithmarschen Nord;1;0;51;5178;128;Schleswig-Holstein;;Dithmarschen;Amt Büsum-Wesselburen;Wesselburener Deichhausen;;;;25764;
2;Nordfriesland – Dithmarschen Nord;1;0;51;5178;129;Schleswig-Holstein;;Dithmarschen;Amt Büsum-Wesselburen;Wesselburenerkoog;;;;25764;
2;Nordfriesland – Dithmarschen Nord;1;0;51;5172;130;Schleswig-Holstein;;Dithmarschen;Kirchspielslandgemeinde Heider Umland;Wesseln;;;;25746;
2;Nordfriesland – Dithmarschen Nord;1;0;51;5169;131;Schleswig-Holstein;;Dithmarschen;Kirchspielslandgemeinde Eider;Westerborstel;;;;25782;
2;Nordfriesland – Dithmarschen Nord;1;0;51;5178;132;Schleswig-Holstein;;Dithmarschen;Amt Büsum-Wesselburen;Westerdeichstrich;;;;25761;
2;Nordfriesland – Dithmarschen Nord;1;0;51;5169;133;Schleswig-Holstein;;Dithmarschen;Kirchspielslandgemeinde Eider;Wiemerstedt;;;;25779;
2;Nordfriesland – Dithmarschen Nord;1;0;51;5169;136;Schleswig-Holstein;;Dithmarschen;Kirchspielslandgemeinde Eider;Wrohm;;;;25799;
2;Nordfriesland – Dithmarschen Nord;1;0;51;5169;139;Schleswig-Holstein;;Dithmarschen;Kirchspielslandgemeinde Eider;Süderdorf;;;;25782;
2;Nordfriesland – Dithmarschen Nord;1;0;51;5178;140;Schleswig-Holstein;;Dithmarschen;Amt Büsum-Wesselburen;Oesterwurth;;;;25764;
2;Nordfriesland – Dithmarschen Nord;1;0;51;5169;141;Schleswig-Holstein;;Dithmarschen;Kirchspielslandgemeinde Eider;Süderheistedt;;;;25779;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5489;1;Schleswig-Holstein;;Nordfriesland;Amt Südtondern;Achtrup;;;;25917;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5494;2;Schleswig-Holstein;;Nordfriesland;Amt Mittleres Nordfriesland;Ahrenshöft;;;;25853;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5453;3;Schleswig-Holstein;;Nordfriesland;Amt Viöl;Ahrenviöl;;;;25885;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5453;4;Schleswig-Holstein;;Nordfriesland;Amt Viöl;Ahrenviölfeld;;;;25885;*****
2;Nordfriesland – Dithmarschen Nord;1;0;54;5488;5;Schleswig-Holstein;;Nordfriesland;Amt Föhr-Amrum;Alkersum;;;;25938;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5494;6;Schleswig-Holstein;;Nordfriesland;Amt Mittleres Nordfriesland;Almdorf;;;;25821;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5492;7;Schleswig-Holstein;;Nordfriesland;Amt Nordsee-Treene;Arlewatt;;;;25860;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5489;9;Schleswig-Holstein;;Nordfriesland;Amt Südtondern;Aventoft;;;;25927;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5494;10;Schleswig-Holstein;;Nordfriesland;Amt Mittleres Nordfriesland;Bargum;;;;25842;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5453;11;Schleswig-Holstein;;Nordfriesland;Amt Viöl;Behrendorf;;;;25850;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5494;12;Schleswig-Holstein;;Nordfriesland;Amt Mittleres Nordfriesland;Bohmstedt;;;;25853;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5453;13;Schleswig-Holstein;;Nordfriesland;Amt Viöl;Bondelum;;;;25850;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5494;14;Schleswig-Holstein;;Nordfriesland;Amt Mittleres Nordfriesland;Bordelum;;;;25852;*****
2;Nordfriesland – Dithmarschen Nord;1;0;54;5488;15;Schleswig-Holstein;;Nordfriesland;Amt Föhr-Amrum;Borgsum;;;;25938;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5489;16;Schleswig-Holstein;;Nordfriesland;Amt Südtondern;Bosbüll;;;;25899;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5489;17;Schleswig-Holstein;;Nordfriesland;Amt Südtondern;Braderup;;;;25923;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5489;18;Schleswig-Holstein;;Nordfriesland;Amt Südtondern;Bramstedtlund;;;;25926;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5494;19;Schleswig-Holstein;;Nordfriesland;Amt Mittleres Nordfriesland;Bredstedt, Stadt;;;;25821;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5494;20;Schleswig-Holstein;;Nordfriesland;Amt Mittleres Nordfriesland;Breklum;;;;25821;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5489;22;Schleswig-Holstein;;Nordfriesland;Amt Südtondern;Dagebüll;;;;25899;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5492;23;Schleswig-Holstein;;Nordfriesland;Amt Nordsee-Treene;Drage;;;;25878;*****
2;Nordfriesland – Dithmarschen Nord;1;0;54;5494;24;Schleswig-Holstein;;Nordfriesland;Amt Mittleres Nordfriesland;Drelsdorf;;;;25853;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5488;25;Schleswig-Holstein;;Nordfriesland;Amt Föhr-Amrum;Dunsum;;;;25938;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5492;26;Schleswig-Holstein;;Nordfriesland;Amt Nordsee-Treene;Elisabeth-Sophien-Koog;;;;25845;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5489;27;Schleswig-Holstein;;Nordfriesland;Amt Südtondern;Ellhöft;;;;25923;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5492;32;Schleswig-Holstein;;Nordfriesland;Amt Nordsee-Treene;Fresendelf;;;;25876;
2;Nordfriesland – Dithmarschen Nord;1;0;54;0;33;Schleswig-Holstein;;Nordfriesland;;Friedrichstadt, Stadt;;;;25840;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5489;34;Schleswig-Holstein;;Nordfriesland;Amt Südtondern;Friedrich-Wilhelm-Lübke-Koog;;;;25924;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5417;35;Schleswig-Holstein;;Nordfriesland;Amt Eiderstedt;Garding, Kirchspiel;;;;25836;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5417;36;Schleswig-Holstein;;Nordfriesland;Amt Eiderstedt;Garding, Stadt;;;;25836;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5494;37;Schleswig-Holstein;;Nordfriesland;Amt Mittleres Nordfriesland;Goldebek;;;;25862;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5494;38;Schleswig-Holstein;;Nordfriesland;Amt Mittleres Nordfriesland;Goldelund;;;;25862;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5459;39;Schleswig-Holstein;;Nordfriesland;Amt Pellworm;Gröde;;;;25869;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5417;40;Schleswig-Holstein;;Nordfriesland;Amt Eiderstedt;Grothusenkoog;;;;25836;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5453;41;Schleswig-Holstein;;Nordfriesland;Amt Viöl;Haselund;;;;25855;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5492;42;Schleswig-Holstein;;Nordfriesland;Amt Nordsee-Treene;Hattstedt;;;;25856;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5492;43;Schleswig-Holstein;;Nordfriesland;Amt Nordsee-Treene;Hattstedtermarsch;;;;25856;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5494;45;Schleswig-Holstein;;Nordfriesland;Amt Mittleres Nordfriesland;Högel;;;;25858;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5439;46;Schleswig-Holstein;;Nordfriesland;Amt Landschaft Sylt;Hörnum (Sylt);;;;25997;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5489;48;Schleswig-Holstein;;Nordfriesland;Amt Südtondern;Holm;;;;25923;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5459;50;Schleswig-Holstein;;Nordfriesland;Amt Pellworm;Hallig Hooge;;;;25859;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5492;52;Schleswig-Holstein;;Nordfriesland;Amt Nordsee-Treene;Horstedt;;;;25860;*****
2;Nordfriesland – Dithmarschen Nord;1;0;54;5492;54;Schleswig-Holstein;;Nordfriesland;Amt Nordsee-Treene;Hude;;;;25876;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5489;55;Schleswig-Holstein;;Nordfriesland;Amt Südtondern;Humptrup;;;;25923;
2;Nordfriesland – Dithmarschen Nord;1;0;54;0;56;Schleswig-Holstein;;Nordfriesland;;Husum, Stadt;;;;25813;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5453;57;Schleswig-Holstein;;Nordfriesland;Amt Viöl;Immenstedt;;;;25885;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5494;59;Schleswig-Holstein;;Nordfriesland;Amt Mittleres Nordfriesland;Joldelund;;;;25862;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5439;61;Schleswig-Holstein;;Nordfriesland;Amt Landschaft Sylt;Kampen (Sylt);;;;25999;*****
2;Nordfriesland – Dithmarschen Nord;1;0;54;5489;62;Schleswig-Holstein;;Nordfriesland;Amt Südtondern;Karlum;;;;25926;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5417;63;Schleswig-Holstein;;Nordfriesland;Amt Eiderstedt;Katharinenheerd;;;;25836;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5489;65;Schleswig-Holstein;;Nordfriesland;Amt Südtondern;Klanxbüll;;;;25924;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5489;68;Schleswig-Holstein;;Nordfriesland;Amt Südtondern;Klixbüll;;;;25899;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5492;70;Schleswig-Holstein;;Nordfriesland;Amt Nordsee-Treene;Koldenbüttel;;;;25840;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5494;71;Schleswig-Holstein;;Nordfriesland;Amt Mittleres Nordfriesland;Kolkerheide;;;;25862;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5417;72;Schleswig-Holstein;;Nordfriesland;Amt Eiderstedt;Kotzenbüll;;;;25832;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5489;73;Schleswig-Holstein;;Nordfriesland;Amt Südtondern;Ladelund;;;;25926;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5459;74;Schleswig-Holstein;;Nordfriesland;Amt Pellworm;Langeneß;;;;25863;*****
2;Nordfriesland – Dithmarschen Nord;1;0;54;5494;75;Schleswig-Holstein;;Nordfriesland;Amt Mittleres Nordfriesland;Langenhorn;;;;25842;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5489;76;Schleswig-Holstein;;Nordfriesland;Amt Südtondern;Leck;;;;25917;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5489;77;Schleswig-Holstein;;Nordfriesland;Amt Südtondern;Lexgaard;;;;25923;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5439;78;Schleswig-Holstein;;Nordfriesland;Amt Landschaft Sylt;List auf Sylt;;;;25992;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5453;79;Schleswig-Holstein;;Nordfriesland;Amt Viöl;Löwenstedt;;;;25864;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5494;80;Schleswig-Holstein;;Nordfriesland;Amt Mittleres Nordfriesland;Lütjenholm;;;;25842;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5488;83;Schleswig-Holstein;;Nordfriesland;Amt Föhr-Amrum;Midlum;;;;25938;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5492;84;Schleswig-Holstein;;Nordfriesland;Amt Nordsee-Treene;Mildstedt;;;;25866;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5488;85;Schleswig-Holstein;;Nordfriesland;Amt Föhr-Amrum;Nebel;;;;25946;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5489;86;Schleswig-Holstein;;Nordfriesland;Amt Südtondern;Neukirchen;;;;25927;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5488;87;Schleswig-Holstein;;Nordfriesland;Amt Föhr-Amrum;Nieblum;;;;25938;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5489;88;Schleswig-Holstein;;Nordfriesland;Amt Südtondern;Niebüll, Stadt;;;;25899;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5488;89;Schleswig-Holstein;;Nordfriesland;Amt Föhr-Amrum;Norddorf auf Amrum;;;;25946;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5417;90;Schleswig-Holstein;;Nordfriesland;Amt Eiderstedt;Norderfriedrichskoog;;;;25870;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5492;91;Schleswig-Holstein;;Nordfriesland;Amt Nordsee-Treene;Nordstrand;;;;25845;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5453;92;Schleswig-Holstein;;Nordfriesland;Amt Viöl;Norstedt;;;;25884;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5494;93;Schleswig-Holstein;;Nordfriesland;Amt Mittleres Nordfriesland;Ockholm;;;;25842;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5488;94;Schleswig-Holstein;;Nordfriesland;Amt Föhr-Amrum;Oevenum;;;;25938;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5417;95;Schleswig-Holstein;;Nordfriesland;Amt Eiderstedt;Oldenswort;;;;25870;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5492;96;Schleswig-Holstein;;Nordfriesland;Amt Nordsee-Treene;Oldersbek;;;;25873;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5492;97;Schleswig-Holstein;;Nordfriesland;Amt Nordsee-Treene;Olderup;;;;25860;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5488;98;Schleswig-Holstein;;Nordfriesland;Amt Föhr-Amrum;Oldsum;;;;25938;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5492;99;Schleswig-Holstein;;Nordfriesland;Amt Nordsee-Treene;Ostenfeld (Husum);;;;25872;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5417;100;Schleswig-Holstein;;Nordfriesland;Amt Eiderstedt;Osterhever;;;;25836;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5453;101;Schleswig-Holstein;;Nordfriesland;Amt Viöl;Oster-Ohrstedt;;;;25885;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5459;103;Schleswig-Holstein;;Nordfriesland;Amt Pellworm;Pellworm;;;;25849;*****
2;Nordfriesland – Dithmarschen Nord;1;0;54;5417;104;Schleswig-Holstein;;Nordfriesland;Amt Eiderstedt;Poppenbüll;;;;25836;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5492;105;Schleswig-Holstein;;Nordfriesland;Amt Nordsee-Treene;Ramstedt;;;;25876;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5492;106;Schleswig-Holstein;;Nordfriesland;Amt Nordsee-Treene;Rantrum;;;;25873;
2;Nordfriesland – Dithmarschen Nord;1;0;54;0;108;Schleswig-Holstein;;Nordfriesland;;Reußenköge;;;;25821;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5489;109;Schleswig-Holstein;;Nordfriesland;Amt Südtondern;Risum-Lindholm;;;;25920;*****
2;Nordfriesland – Dithmarschen Nord;1;0;54;5489;110;Schleswig-Holstein;;Nordfriesland;Amt Südtondern;Rodenäs;;;;25924;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5417;113;Schleswig-Holstein;;Nordfriesland;Amt Eiderstedt;Sankt Peter-Ording;;;;25826;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5492;116;Schleswig-Holstein;;Nordfriesland;Amt Nordsee-Treene;Schwabstedt;;;;25876;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5453;118;Schleswig-Holstein;;Nordfriesland;Amt Viöl;Schwesing;;;;25813;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5492;119;Schleswig-Holstein;;Nordfriesland;Amt Nordsee-Treene;Seeth;;;;25878;*****
2;Nordfriesland – Dithmarschen Nord;1;0;54;5492;120;Schleswig-Holstein;;Nordfriesland;Amt Nordsee-Treene;Simonsberg;;;;25813;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5494;121;Schleswig-Holstein;;Nordfriesland;Amt Mittleres Nordfriesland;Sönnebüll;;;;25821;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5453;123;Schleswig-Holstein;;Nordfriesland;Amt Viöl;Sollwitt;;;;25884;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5489;124;Schleswig-Holstein;;Nordfriesland;Amt Südtondern;Sprakebüll;;;;25917;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5489;125;Schleswig-Holstein;;Nordfriesland;Amt Südtondern;Stadum;;;;25917;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5489;126;Schleswig-Holstein;;Nordfriesland;Amt Südtondern;Stedesand;;;;25920;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5494;128;Schleswig-Holstein;;Nordfriesland;Amt Mittleres Nordfriesland;Struckum;;;;25821;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5488;129;Schleswig-Holstein;;Nordfriesland;Amt Föhr-Amrum;Süderende;;;;25938;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5492;130;Schleswig-Holstein;;Nordfriesland;Amt Nordsee-Treene;Süderhöft;;;;25876;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5489;131;Schleswig-Holstein;;Nordfriesland;Amt Südtondern;Süderlügum;;;;25923;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5492;132;Schleswig-Holstein;;Nordfriesland;Amt Nordsee-Treene;Südermarsch;;;;25813;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5417;134;Schleswig-Holstein;;Nordfriesland;Amt Eiderstedt;Tating;;;;25881;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5417;135;Schleswig-Holstein;;Nordfriesland;Amt Eiderstedt;Tetenbüll;;;;25882;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5489;136;Schleswig-Holstein;;Nordfriesland;Amt Südtondern;Tinningstedt;;;;25917;
2;Nordfriesland – Dithmarschen Nord;1;0;54;0;138;Schleswig-Holstein;;Nordfriesland;;Tönning, Stadt;;;;25832;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5417;140;Schleswig-Holstein;;Nordfriesland;Amt Eiderstedt;Tümlauer Koog;;;;25881;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5492;141;Schleswig-Holstein;;Nordfriesland;Amt Nordsee-Treene;Uelvesbüll;;;;25889;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5489;142;Schleswig-Holstein;;Nordfriesland;Amt Südtondern;Uphusum;;;;25923;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5488;143;Schleswig-Holstein;;Nordfriesland;Amt Föhr-Amrum;Utersum;;;;25938;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5453;144;Schleswig-Holstein;;Nordfriesland;Amt Viöl;Viöl;;;;25884;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5417;145;Schleswig-Holstein;;Nordfriesland;Amt Eiderstedt;Vollerwiek;;;;25836;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5494;146;Schleswig-Holstein;;Nordfriesland;Amt Mittleres Nordfriesland;Vollstedt;;;;25821;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5417;148;Schleswig-Holstein;;Nordfriesland;Amt Eiderstedt;Welt;;;;25836;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5439;149;Schleswig-Holstein;;Nordfriesland;Amt Landschaft Sylt;Wenningstedt-Braderup (Sylt);;;;25996;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5417;150;Schleswig-Holstein;;Nordfriesland;Amt Eiderstedt;Westerhever;;;;25881;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5453;152;Schleswig-Holstein;;Nordfriesland;Amt Viöl;Wester-Ohrstedt;;;;25885;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5489;154;Schleswig-Holstein;;Nordfriesland;Amt Südtondern;Westre;;;;25926;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5492;156;Schleswig-Holstein;;Nordfriesland;Amt Nordsee-Treene;Winnert;;;;25887;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5492;157;Schleswig-Holstein;;Nordfriesland;Amt Nordsee-Treene;Wisch;;;;25876;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5488;158;Schleswig-Holstein;;Nordfriesland;Amt Föhr-Amrum;Witsum;;;;25938;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5492;159;Schleswig-Holstein;;Nordfriesland;Amt Nordsee-Treene;Wittbek;;;;25872;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5488;160;Schleswig-Holstein;;Nordfriesland;Amt Föhr-Amrum;Wittdün auf Amrum;;;;25946;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5492;161;Schleswig-Holstein;;Nordfriesland;Amt Nordsee-Treene;Witzwort;;;;25889;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5492;162;Schleswig-Holstein;;Nordfriesland;Amt Nordsee-Treene;Wobbenbüll;;;;25856;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5488;163;Schleswig-Holstein;;Nordfriesland;Amt Föhr-Amrum;Wrixum;;;;25938;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5488;164;Schleswig-Holstein;;Nordfriesland;Amt Föhr-Amrum;Wyk auf Föhr, Stadt;;;;25938;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5489;165;Schleswig-Holstein;;Nordfriesland;Amt Südtondern;Galmsbüll;;;;25899;
2;Nordfriesland – Dithmarschen Nord;1;0;54;5489;166;Schleswig-Holstein;;Nordfriesland;Amt Südtondern;Emmelsbüll-Horsbüll;;;;25924;*****
2;Nordfriesland – Dithmarschen Nord;1;0;54;5489;167;Schleswig-Holstein;;Nordfriesland;Amt Südtondern;Enge-Sande;;;;25917;
2;Nordfriesland – Dithmarschen Nord;1;0;54;0;168;Schleswig-Holstein;;Nordfriesland;;Sylt;;;;25980;
3;Steinburg – Dithmarschen Süd;1;0;51;5175;1;Schleswig-Holstein;;Dithmarschen;Amt Mitteldithmarschen;Albersdorf;;;;25767;
3;Steinburg – Dithmarschen Süd;1;0;51;5175;2;Schleswig-Holstein;;Dithmarschen;Amt Mitteldithmarschen;Arkebek;;;;25767;
3;Steinburg – Dithmarschen Süd;1;0;51;5163;3;Schleswig-Holstein;;Dithmarschen;Amt Burg-St. Michaelisdonn;Averlak;;;;25715;
3;Steinburg – Dithmarschen Süd;1;0;51;5175;4;Schleswig-Holstein;;Dithmarschen;Amt Mitteldithmarschen;Bargenstedt;;;;25704;
3;Steinburg – Dithmarschen Süd;1;0;51;5175;6;Schleswig-Holstein;;Dithmarschen;Amt Mitteldithmarschen;Barlt;;;;25719;
3;Steinburg – Dithmarschen Süd;1;0;51;5163;10;Schleswig-Holstein;;Dithmarschen;Amt Burg-St. Michaelisdonn;Brickeln;;;;25712;
3;Steinburg – Dithmarschen Süd;1;0;51;0;11;Schleswig-Holstein;;Dithmarschen;;Brunsbüttel, Stadt;;;;25541;
3;Steinburg – Dithmarschen Süd;1;0;51;5163;12;Schleswig-Holstein;;Dithmarschen;Amt Burg-St. Michaelisdonn;Buchholz;;;;25712;
3;Steinburg – Dithmarschen Süd;1;0;51;5175;15;Schleswig-Holstein;;Dithmarschen;Amt Mitteldithmarschen;Bunsoh;;;;25767;
3;Steinburg – Dithmarschen Süd;1;0;51;5163;16;Schleswig-Holstein;;Dithmarschen;Amt Burg-St. Michaelisdonn;Burg (Dithmarschen);;;;25712;
3;Steinburg – Dithmarschen Süd;1;0;51;5175;17;Schleswig-Holstein;;Dithmarschen;Amt Mitteldithmarschen;Busenwurth;;;;25719;
3;Steinburg – Dithmarschen Süd;1;0;51;5166;21;Schleswig-Holstein;;Dithmarschen;Amt Marne-Nordsee;Diekhusen-Fahrstedt;;;;25709;
3;Steinburg – Dithmarschen Süd;1;0;51;5163;22;Schleswig-Holstein;;Dithmarschen;Amt Burg-St. Michaelisdonn;Dingen;;;;25715;
3;Steinburg – Dithmarschen Süd;1;0;51;5163;24;Schleswig-Holstein;;Dithmarschen;Amt Burg-St. Michaelisdonn;Eddelak;;;;25715;
3;Steinburg – Dithmarschen Süd;1;0;51;5163;26;Schleswig-Holstein;;Dithmarschen;Amt Burg-St. Michaelisdonn;Eggstedt;;;;25721;
3;Steinburg – Dithmarschen Süd;1;0;51;5175;27;Schleswig-Holstein;;Dithmarschen;Amt Mitteldithmarschen;Elpersbüttel;;;;25704;
3;Steinburg – Dithmarschen Süd;1;0;51;5175;28;Schleswig-Holstein;;Dithmarschen;Amt Mitteldithmarschen;Epenwöhrden;;;;25704;
3;Steinburg – Dithmarschen Süd;1;0;51;5163;32;Schleswig-Holstein;;Dithmarschen;Amt Burg-St. Michaelisdonn;Frestedt;;;;25727;
3;Steinburg – Dithmarschen Süd;1;0;51;5166;34;Schleswig-Holstein;;Dithmarschen;Amt Marne-Nordsee;Friedrichskoog;;;;25718;
3;Steinburg – Dithmarschen Süd;1;0;51;5163;37;Schleswig-Holstein;;Dithmarschen;Amt Burg-St. Michaelisdonn;Großenrade;;;;25712;
3;Steinburg – Dithmarschen Süd;1;0;51;5175;39;Schleswig-Holstein;;Dithmarschen;Amt Mitteldithmarschen;Gudendorf;;;;25693;
3;Steinburg – Dithmarschen Süd;1;0;51;5166;46;Schleswig-Holstein;;Dithmarschen;Amt Marne-Nordsee;Helse;;;;25709;
3;Steinburg – Dithmarschen Süd;1;0;51;5163;51;Schleswig-Holstein;;Dithmarschen;Amt Burg-St. Michaelisdonn;Hochdonn;;;;25712;
3;Steinburg – Dithmarschen Süd;1;0;51;5175;54;Schleswig-Holstein;;Dithmarschen;Amt Mitteldithmarschen;Immenstedt;;;;25767;
3;Steinburg – Dithmarschen Süd;1;0;51;5166;57;Schleswig-Holstein;;Dithmarschen;Amt Marne-Nordsee;Kaiser-Wilhelm-Koog;;;;25709;
3;Steinburg – Dithmarschen Süd;1;0;51;5166;62;Schleswig-Holstein;;Dithmarschen;Amt Marne-Nordsee;Kronprinzenkoog;;;;25709;
3;Steinburg – Dithmarschen Süd;1;0;51;5175;63;Schleswig-Holstein;;Dithmarschen;Amt Mitteldithmarschen;Krumstedt;;;;25727;
3;Steinburg – Dithmarschen Süd;1;0;51;5163;64;Schleswig-Holstein;;Dithmarschen;Amt Burg-St. Michaelisdonn;Kuden;;;;25712;
3;Steinburg – Dithmarschen Süd;1;0;51;5166;72;Schleswig-Holstein;;Dithmarschen;Amt Marne-Nordsee;Marne, Stadt;;;;25709;
3;Steinburg – Dithmarschen Süd;1;0;51;5166;73;Schleswig-Holstein;;Dithmarschen;Amt Marne-Nordsee;Marnerdeich;;;;25709;
3;Steinburg – Dithmarschen Süd;1;0;51;5175;74;Schleswig-Holstein;;Dithmarschen;Amt Mitteldithmarschen;Meldorf, Stadt;;;;25704;
3;Steinburg – Dithmarschen Süd;1;0;51;5166;76;Schleswig-Holstein;;Dithmarschen;Amt Marne-Nordsee;Neufeld;;;;25724;
